group4,n_samples_included,total_ILC,total_IL10_ge1,total_PDL1_ge1,total_DP_lite,IL10_ge1_pct,IL10_ge1_lo,IL10_ge1_hi,PDL1_ge1_pct,PDL1_ge1_lo,PDL1_ge1_hi,DP_lite_pct,DP_lite_lo,DP_lite_hi
L_V1,3,1002,55,129,13,5.489021956087824,4.161502543962596,7.085101788170112,12.874251497005988,10.86209547754581,15.107317521907081,1.2974051896207586,0.6925730601610561,2.2083840721433545
L_V2,5,828,11,51,1,1.328502415458937,0.6649988912158367,2.3646006408895803,6.159420289855072,4.6201154614901325,8.019306170355122,0.12077294685990338,0.0030576595309339265,0.6710490728928264
L_V3,5,3875,53,112,20,1.367741935483871,1.026166037737657,1.7852644061369771,2.890322580645161,2.385702384252932,3.4675408335464675,0.5161290322580645,0.3155415031474312,0.7959992058108045
NL_V1,5,12317,137,223,28,1.112283835349517,0.9346336592117205,1.31356656198246,1.81050580498498,1.5824214912197754,2.0617479656566573,0.22732808313712755,0.1511093765095899,0.3283860534991996
